path,filename,datetime,date,time,hour,day_of_week,day_name,month,year
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100353_987_50_1.png,20250814_100353_987_50_1.png,2025-08-14 10:03:53,2025-08-14,10:03:53,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100355_216_75_1.png,20250814_100355_216_75_1.png,2025-08-14 10:03:55,2025-08-14,10:03:55,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100356_432_40_1.png,20250814_100356_432_40_1.png,2025-08-14 10:03:56,2025-08-14,10:03:56,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100357_656_50_1.png,20250814_100357_656_50_1.png,2025-08-14 10:03:57,2025-08-14,10:03:57,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100358_883_75_1.png,20250814_100358_883_75_1.png,2025-08-14 10:03:58,2025-08-14,10:03:58,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100400_106_40_1.png,20250814_100400_106_40_1.png,2025-08-14 10:04:00,2025-08-14,10:04:00,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100401_335_50_1.png,20250814_100401_335_50_1.png,2025-08-14 10:04:01,2025-08-14,10:04:01,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100402_555_75_1.png,20250814_100402_555_75_1.png,2025-08-14 10:04:02,2025-08-14,10:04:02,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100403_776_40_1.png,20250814_100403_776_40_1.png,2025-08-14 10:04:03,2025-08-14,10:04:03,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100404_999_50_1.png,20250814_100404_999_50_1.png,2025-08-14 10:04:04,2025-08-14,10:04:04,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100406_226_75_1.png,20250814_100406_226_75_1.png,2025-08-14 10:04:06,2025-08-14,10:04:06,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100407_445_40_1.png,20250814_100407_445_40_1.png,2025-08-14 10:04:07,2025-08-14,10:04:07,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100408_670_50_1.png,20250814_100408_670_50_1.png,2025-08-14 10:04:08,2025-08-14,10:04:08,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100409_896_75_1.png,20250814_100409_896_75_1.png,2025-08-14 10:04:09,2025-08-14,10:04:09,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100411_124_40_1.png,20250814_100411_124_40_1.png,2025-08-14 10:04:11,2025-08-14,10:04:11,10,3,Thursday,8,2025
